0.024 0.978 1
0.1 0.97 1
0.15 0.94 1
0.186 0.91 1
0.21 0.874 1
0.216 0.862 1
0.238 0.826 1
0.256 0.786 1
0.274 0.76 1
0.276 0.748 1
0.02 0.952 0
0.048 0.936 0
0.072 0.922 0
0.1 0.904 0
0.114 0.888 0
0.136 0.864 0
0.154 0.84 0
0.166 0.816 0
0.174 0.79 0
0.184 0.784 0
0.294 0.724 1
0.306 0.702 1
0.318 0.676 1
0.342 0.636 1
0.354 0.612 1
0.366 0.594 1
0.4 0.576 1
0.448 0.54 1
0.472 0.526 1
0.486 0.522 1
0.188 0.756 0
0.222 0.706 0
0.238 0.678 0
0.244 0.664 0
0.256 0.646 0
0.28 0.624 0
0.312 0.588 0
0.34 0.564 0
0.354 0.534 0
0.372 0.516 0
0.528 0.502 1
0.58 0.48 1
0.612 0.472 1
0.648 0.472 1
0.672 0.474 1
0.702 0.48 1
0.726 0.498 1
0.762 0.53 1
0.786 0.542 1
0.792 0.548 1
0.402 0.508 0
0.436 0.492 0
0.496 0.46 0
0.528 0.442 0
0.55 0.438 0
0.612 0.424 0
0.654 0.418 0
0.688 0.414 0
0.72 0.416 0
0.73 0.42 0
0.834 0.57 1
0.876 0.59 1
0.9 0.612 1
0.93 0.624 1
0.966 0.622 1
0.984 0.616 1
0.922 0.672 1
0.878 0.634 1
0.82 0.586 1
0.8 0.564 1
0.77 0.442 0
0.804 0.464 0
0.834 0.492 0
0.87 0.522 0
0.916 0.536 0
0.942 0.54 0
0.97 0.532 0
0.974 0.492 0
0.908 0.472 0
0.898 0.474 0
0.35 0.888 1
0.254 0.932 1
0.218 0.962 1
0.214 0.966 1
0.274 0.882 1
0.298 0.804 1
0.342 0.76 1
0.372 0.756 1
0.38 0.708 1
0.378 0.658 1
0.03 0.906 0
0.09 0.876 0
0.08 0.838 0
0.056 0.82 0
0.04 0.848 0
0.058 0.872 0
0.076 0.79 0
0.094 0.73 0
0.124 0.786 0
0.126 0.798 0
0.316 0.938 1
0.326 0.834 1
0.348 0.81 1
0.396 0.792 1
0.394 0.72 1
0.376 0.706 1
0.378 0.658 1
0.412 0.636 1
0.374 0.686 1
0.316 0.75 1
0.328 0.78 1
0.418 0.714 1
0.43 0.642 1
0.424 0.606 1
0.106 0.804 0
0.136 0.81 0
0.178 0.714 0
0.128 0.684 0
0.046 0.732 0
0.054 0.718 0
0.1 0.622 0
0.126 0.638 0
0.168 0.69 0
0.21 0.624 0
0.128 0.588 0
0.132 0.588 0
0.136 0.63 0
0.06 0.624 0
0.072 0.63 0
0.174 0.504 0
0.224 0.584 0
0.234 0.632 0
0.402 0.914 1
0.446 0.948 1
0.414 0.864 1
0.442 0.792 1
0.466 0.762 1
0.422 0.712 1
0.42 0.682 1
0.47 0.646 1
0.446 0.57 1
0.472 0.57 1
0.486 0.672 1
0.516 0.72 1
0.518 0.61 1
0.518 0.552 1
0.518 0.538 1
0.166 0.582 0
0.22 0.608 0
0.292 0.534 0
0.274 0.454 0
0.242 0.476 0
0.244 0.53 0
0.298 0.552 0
0.342 0.51 0
0.314 0.474 0
0.324 0.42 0
0.37 0.396 0
0.4 0.486 0
0.368 0.496 0
0.34 0.454 0
0.284 0.442 0
0.188 0.456 0
0.144 0.516 0
0.152 0.642 0
0.178 0.674 0
0.454 0.858 1
0.498 0.828 1
0.53 0.754 1
0.538 0.712 1
0.542 0.612 1
0.506 0.58 1
0.502 0.564 1
0.544 0.634 1
0.598 0.532 1
0.548 0.5 1
0.556 0.554 1
0.576 0.63 1
0.588 0.636 1
0.584 0.528 1
0.606 0.502 1
0.656 0.552 1
0.646 0.624 1
0.682 0.618 1
0.596 0.48 1
0.454 0.388 0
0.476 0.452 0
0.46 0.456 0
0.454 0.378 0
0.404 0.336 0
0.274 0.396 0
0.256 0.482 0
0.316 0.418 0
0.284 0.354 0
0.36 0.34 0
0.514 0.338 0
0.534 0.402 0
0.49 0.304 0
0.428 0.274 0
0.396 0.244 0
0.49 0.258 0
0.544 0.344 0
0.646 0.264 0
0.614 0.228 0
0.594 0.266 0
0.652 0.342 0
0.69 0.36 0
0.71 0.36 0
0.624 0.786 1
0.628 0.878 1
0.602 0.898 1
0.584 0.798 1
0.616 0.672 1
0.634 0.592 1
0.642 0.528 1
0.706 0.588 1
0.704 0.684 1
0.724 0.752 1
0.676 0.742 1
0.654 0.694 1
0.838 0.77 1
0.724 0.606 1
0.75 0.54 1
0.78 0.588 1
0.764 0.666 1
0.76 0.732 1
0.81 0.842 1
0.838 0.748 1
0.858 0.64 1
0.93 0.678 1
0.936 0.744 1
0.914 0.788 1
0.896 0.712 1
0.874 0.666 1
0.838 0.606 1
0.738 0.354 0
0.762 0.432 0
0.828 0.43 0
0.88 0.452 0
0.912 0.498 0
0.86 0.382 0
0.836 0.328 0
0.812 0.344 0
0.808 0.41 0
0.776 0.346 0
0.764 0.274 0
0.65 0.222 0
0.548 0.266 0
0.518 0.25 0
0.404 0.188 0
0.26 0.302 0
0.194 0.368 0
0.198 0.458 0
0.172 0.494 0
0.064 0.576 0
0.062 0.648 0
0.064 0.72 0
0.056 0.646 0
0.07 0.538 0
0.05 0.46 0
0.054 0.436 0
0.082 0.43 0
0.092 0.364 0
0.15 0.468 0
0.18 0.536 0
0.192 0.612 0
0.4 0.93 1
0.498 0.91 1
0.498 0.91 1
0.536 0.85 1
0.518 0.772 1
0.52 0.84 1
0.546 0.886 1
0.614 0.75 1
0.598 0.714 1
0.568 0.816 1
0.616 0.822 1
0.684 0.872 1
0.7 0.938 1
0.71 0.828 1
0.688 0.762 1
0.768 0.822 1
0.79 0.878 1
0.804 0.914 1
0.822 0.808 1
0.892 0.744 1
0.928 0.824 1
0.904 0.796 1
0.778 0.226 0
0.76 0.202 0
0.722 0.254 0
0.634 0.294 0
0.544 0.16 0
0.454 0.148 0
0.394 0.288 0
0.308 0.3 0
0.25 0.234 0
0.212 0.24 0
0.122 0.348 0
0.132 0.408 0
0.198 0.25 0
0.286 0.12 0
0.294 0.144 0
0.298 0.27 0
0.366 0.244 0
0.396 0.186 0
0.48 0.164 0
0.522 0.212 0
0.666 0.126 0
0.688 0.206 0
0.726 0.296 0
0.868 0.32 0
0.91 0.408 0
0.908 0.43 0
0.898 0.312 0
0.916 0.81 1
0.908 0.896 1
0.886 0.876 1
0.842 0.832 1
0.748 0.902 1
0.712 0.808 1
